"","X","Y","Z"
"938",38,19,50.0929070574215
"939",39,19,49.579848227014
"940",40,19,49.7832480805074
"941",41,19,48.7029203389014
"942",42,19,49.2501459795395
"943",43,19,49.2199198255346
"944",44,19,48.8488827225649
"945",45,19,49.1118554540691
"946",46,19,49.1237627513793
"947",47,19,49.0371713922886
"948",48,19,48.8671706639292
"949",49,19,48.9238710775958
"950",50,19,48.9135538293195
"951",1,20,51.0089937033126
"952",2,20,50.8002232976969
"953",3,20,50.5106549624902
"954",4,20,50.6194796130003
"955",5,20,50.8258412605555
"956",6,20,51.0880405867741
"957",7,20,51.1253496627871
"958",8,20,51.3290998174116
"959",9,20,51.4102668357005
"960",10,20,50.7848583637785
"961",11,20,50.4641741590838
"962",12,20,50.3981487136008
"963",13,20,50.1701168440738
"964",14,20,50.1115333267921
"965",15,20,50.289831080899
"966",16,20,50.1508371450137
"967",17,20,50.2692468006303
"968",18,20,49.6054159553404
"969",19,20,49.2657509904521
"970",20,20,49.546642737683
"971",21,20,50.1402846758246
"972",22,20,49.8886088544695
"973",23,20,50.214910221547
"974",24,20,49.9171498078532
"975",25,20,50.7968514529938
"976",26,20,50.5624154654771
"977",27,20,50.6646296819177
"978",28,20,48.9749880854757
"979",29,20,49.4867365455129
"980",30,20,49.161288603431
"981",31,20,49.0168764276671
"982",32,20,49.5061224389953
"983",33,20,49.2548013749586
"984",34,20,49.6807642832928
"985",35,20,50.4518199099871
"986",36,20,50.2324453463242
"987",37,20,50.0913316630589
"988",38,20,50.1786972275146
"989",39,20,50.1938848299842
"990",40,20,50.1049049167412
"991",41,20,49.6650761664089
"992",42,20,49.5004934266509
"993",43,20,49.6218261260269
"994",44,20,49.5275000226664
"995",45,20,49.6048692412965
"996",46,20,49.4153074177806
"997",47,20,49.3472918042116
"998",48,20,49.5430281147547
"999",49,20,49.5061644828303
"1000",50,20,49.6023847968971
"1001",1,21,51.2173287363051
"1002",2,21,50.5070572601507
"1003",3,21,50.481768835876
"1004",4,21,50.6790944552667
"1005",5,21,51.3367275036204
"1006",6,21,50.9307821163945
"1007",7,21,51.2672543656286
"1008",8,21,50.443375968075
"1009",9,21,50.3060150403706
"1010",10,21,50.3195537742473
"1011",11,21,50.2929152683511
"1012",12,21,49.9670649379583
"1013",13,21,50.4679086105046
"1014",14,21,50.6240425147396
"1015",15,21,50.3284580421705
"1016",16,21,50.4148788059252
"1017",17,21,49.6182482664363
"1018",18,21,49.5865740130748
"1019",19,21,49.2931225735864
"1020",20,21,49.8575498382767
"1021",21,21,49.5516216322526
"1022",22,21,50.0118193008726
"1023",23,21,50.4232613434045
"1024",24,21,50.1576750295537
"1025",25,21,50.4401021104848
"1026",26,21,50.598912241597
"1027",27,21,50.1846865323699
"1028",28,21,49.4723251562232
"1029",29,21,49.9229590631797
"1030",30,21,49.5452668679866
"1031",31,21,49.6987915668
"1032",32,21,49.8861944958762
"1033",33,21,50.0138881056241
"1034",34,21,49.8062998927944
"1035",35,21,49.6569400253466
"1036",36,21,49.8326567095061
"1037",37,21,49.6094226468011
"1038",38,21,49.8659389629371
"1039",39,21,50.0709757380655
"1040",40,21,50.4549002937254
"1041",41,21,49.850111572622
"1042",42,21,49.9152432651161
"1043",43,21,50.0637092527016
"1044",44,21,50.000079383965
"1045",45,21,50.1878143473173
"1046",46,21,49.8205340135968
"1047",47,21,49.660951714947
"1048",48,21,49.3120730567187
"1049",49,21,49.9071006581742
"1050",50,21,49.8465578514986
"1051",1,22,51.4323890071525
"1052",2,22,50.3888262581691
"1053",3,22,50.0844446176745
"1054",4,22,50.898619316178
"1055",5,22,51.1702546024487
"1056",6,22,50.7683095817219
"1057",7,22,50.5742901455914
"1058",8,22,50.4082233142437
"1059",9,22,50.0096742623187
"1060",10,22,49.8496577875089
"1061",11,22,49.533788565562
"1062",12,22,49.9462136947539
"1063",13,22,50.1814027019202
"1064",14,22,50.1392054878877
"1065",15,22,50.4631306335165
"1066",16,22,49.4683537230699
"1067",17,22,49.6369535898003
"1068",18,22,49.1723437965357
"1069",19,22,49.7052128262086
"1070",20,22,49.5056536843661
"1071",21,22,50.1764873877841
"1072",22,22,50.0166159545428
"1073",23,22,49.6444314558016
"1074",24,22,49.5689321845695
"1075",25,22,50.0780128769734
"1076",26,22,50.3780601215157
"1077",27,22,49.9924478005484
"1078",28,22,50.0459861062399
"1079",29,22,49.80151298746
"1080",30,22,49.8465581922899
"1081",31,22,49.8063428673774
"1082",32,22,50.3501310286427
"1083",33,22,49.8190412637003
"1084",34,22,49.7732608996642
"1085",35,22,50.105994283535
"1086",36,22,50.4250427542858
"1087",37,22,50.2860256272639
"1088",38,22,49.9354660137749
"1089",39,22,50.3486060790541
"1090",40,22,50.9189444831075
"1091",41,22,50.4117761212852
"1092",42,22,50.0766344496496
"1093",43,22,50.505559306879
"1094",44,22,50.5330223524442
"1095",45,22,50.37158884746
"1096",46,22,49.4764426445512
"1097",47,22,49.568834360299
"1098",48,22,50.2708925462825
"1099",49,22,50.050988252488
"1100",50,22,50.3007781160917
"1101",1,23,51.3418698264997
"1102",2,23,50.4824949267428
"1103",3,23,50.594074279274
"1104",4,23,50.5509672688148
"1105",5,23,50.7368869160431
"1106",6,23,50.361241802007
"1107",7,23,50.6585269765847
"1108",8,23,50.3282214589685
"1109",9,23,49.7129666942521
"1110",10,23,50.099295145111
"1111",11,23,49.7031487876868
"1112",12,23,50.1122218024713
"1113",13,23,49.9803534395187
"1114",14,23,50.2442088581397
"1115",15,23,50.0661599535554
"1116",16,23,49.2171596285014
"1117",17,23,49.4097091311215
"1118",18,23,49.2156673362334
"1119",19,23,49.4345584933768
"1120",20,23,49.963076405007
"1121",21,23,50.5290344880234
"1122",22,23,50.4165108929715
"1123",23,23,50.6743135047442
"1124",24,23,49.9751182801738
"1125",25,23,49.6823282689782
"1126",26,23,49.7943846327087
"1127",27,23,49.8006560918283
"1128",28,23,50.0972426873182
"1129",29,23,49.7500591282607
"1130",30,23,49.687656351493
"1131",31,23,49.7115781978008
"1132",32,23,49.6808027656398
"1133",33,23,49.6101491841935
"1134",34,23,50.2128404384174
"1135",35,23,50.4165181163389
"1136",36,23,50.3236471521476
"1137",37,23,50.5511376138208
"1138",38,23,51.1625627331005
"1139",39,23,51.2358557089254
"1140",40,23,51.6273512723529
"1141",41,23,50.5691583225215
"1142",42,23,50.2918909848989
"1143",43,23,50.7172769737409
"1144",44,23,50.4004516509516
"1145",45,23,50.105128771276
"1146",46,23,50.0694054247079
"1147",47,23,49.8604237098916
"1148",48,23,49.7807586561333
"1149",49,23,50.2065321305488
"1150",50,23,49.9175403443732
"1151",1,24,51.2577153119404
"1152",2,24,50.6818048289375
"1153",3,24,50.5839708223354
"1154",4,24,50.7779188021501
"1155",5,24,50.5055287084903
"1156",6,24,49.9120857370213
"1157",7,24,50.3363994817382
"1158",8,24,50.157042084657
"1159",9,24,49.8366702563334
"1160",10,24,50.0600758595007
"1161",11,24,49.5284365471221
"1162",12,24,50.2251919082532
"1163",13,24,49.5969889406577
"1164",14,24,50.2899206496423
"1165",15,24,50.4586176839229
"1166",16,24,50.1315127853099
"1167",17,24,50.1129184692922
"1168",18,24,49.4308026604562
"1169",19,24,49.2898152497181
"1170",20,24,49.6333655104063
"1171",21,24,50.3759178878752
"1172",22,24,50.6542153779604
"1173",23,24,49.8867320870335
"1174",24,24,50.326302044869
"1175",25,24,50.1957055090045
"1176",26,24,49.9147881423412
"1177",27,24,49.8274373427077
"1178",28,24,49.6597284302118
"1179",29,24,49.2272873165746
"1180",30,24,50.1631848760336
"1181",31,24,49.8055436715813
"1182",32,24,49.9264723742333
"1183",33,24,50.8662869690189
"1184",34,24,51.1322276030242
"1185",35,24,51.2827560081774
"1186",36,24,51.1772302145678
"1187",37,24,51.2102044727086
"1188",38,24,51.7980690562643
"1189",39,24,51.3099518289968
"1190",40,24,50.8720608440207
"1191",41,24,50.4327423774575
"1192",42,24,50.3608871673165
"1193",43,24,50.0267803259815
"1194",44,24,50.2634462044664
"1195",45,24,50.2508047139794
"1196",46,24,50.096400954096
"1197",47,24,49.6901624040604
"1198",48,24,49.5338961254666
"1199",49,24,49.9394322703381
"1200",50,24,49.730394511404
"1201",1,25,51.3336149402845
"1202",2,25,51.0251341909897
"1203",3,25,50.3696020700062
"1204",4,25,49.7604603457411
"1205",5,25,49.7425796667003
"1206",6,25,49.9343406584749
"1207",7,25,49.8217491811436
"1208",8,25,49.8239080666721
"1209",9,25,49.8533971594164
"1210",10,25,50.4944232714658
"1211",11,25,49.97769373824
"1212",12,25,50.1402100032735
"1213",13,25,50.3136236841392
"1214",14,25,50.3517688612941
"1215",15,25,49.605804522166
"1216",16,25,49.9148872616308
"1217",17,25,49.8334179847809
"1218",18,25,49.4331512052815
"1219",19,25,49.4250077824609
"1220",20,25,49.1464238348073
"1221",21,25,49.6114949959693
"1222",22,25,49.9103243346881
"1223",23,25,49.6525640003666
"1224",24,25,49.4868944023979
"1225",25,25,49.9679333401244
"1226",26,25,49.8171447854791
"1227",27,25,50.0662210083419
"1228",28,25,49.1619558724807
"1229",29,25,49.478425281719
"1230",30,25,49.6454303031958
"1231",31,25,50.3625077398879
"1232",32,25,50.5438073397982
"1233",33,25,51.3772189996964
"1234",34,25,51.2469431757474
"1235",35,25,51.77275043397
"1236",36,25,52.287540784704
"1237",37,25,51.6528050675247
"1238",38,25,51.3709565876136
"1239",39,25,51.0051452270187
"1240",40,25,49.972959611037
"1241",41,25,50.2165404114262
"1242",42,25,50.3707429680624
"1243",43,25,50.4802835498999
"1244",44,25,49.8576851556534
"1245",45,25,49.9270639613365
"1246",46,25,49.6806296023354
"1247",47,25,49.0820360440092
"1248",48,25,49.3757117978946
"1249",49,25,49.8938191750692
"1250",50,25,49.6300737851933
"1251",1,26,50.2345223854819
"1252",2,26,50.329113280073
"1253",3,26,50.2714648584133
"1254",4,26,50.0044428737599
"1255",5,26,50.2810098245143
"1256",6,26,50.0355479360405
"1257",7,26,49.8967602472137
"1258",8,26,50.2644278533978
"1259",9,26,50.0971815730105
"1260",10,26,50.2963922148016
"1261",11,26,49.9972257352
"1262",12,26,50.1794386484525
"1263",13,26,50.0284061293519
"1264",14,26,49.8414732262679
"1265",15,26,49.8085429159834
"1266",16,26,49.4581638674772
"1267",17,26,49.2097464778098
"1268",18,26,49.5441110041205
"1269",19,26,49.8069911915557
"1270",20,26,48.9426455610705
"1271",21,26,48.5099606195252
"1272",22,26,49.4745568616239
"1273",23,26,49.510862488276
"1274",24,26,49.0428156302144
"1275",25,26,49.0638593241849
"1276",26,26,49.9429628810613
"1277",27,26,50.2449890695108
"1278",28,26,49.8276361103041
"1279",29,26,49.7411258824417
"1280",30,26,50.5328406387498
"1281",31,26,50.5857877714082
"1282",32,26,50.7894667643792
"1283",33,26,50.4134195055486
"1284",34,26,50.9623660431868
"1285",35,26,51.3246049069138
"1286",36,26,51.8179702584481
"1287",37,26,51.6357673148983
"1288",38,26,51.5204310950687
"1289",39,26,51.0443056826315
"1290",40,26,50.0376068089939
"1291",41,26,50.061760196703
"1292",42,26,49.5932504386176
"1293",43,26,50.4993095019451
"1294",44,26,50.1887578092028
"1295",45,26,50.2971057261262
"1296",46,26,50.0567095202614
"1297",47,26,49.5165388759441
"1298",48,26,49.8676855749693
"1299",49,26,49.9695204080725
"1300",50,26,49.863726317364
"1301",1,27,50.7154088986516
"1302",2,27,49.8774007267457
"1303",3,27,49.4831640829877
"1304",4,27,49.2076264583948
"1305",5,27,50.3089546248032
"1306",6,27,49.6466288586497
"1307",7,27,49.6464722758958
"1308",8,27,49.919430874529
"1309",9,27,50.2244368481537
"1310",10,27,49.8533590010609
"1311",11,27,49.8581348028187
"1312",12,27,49.5519193929429
"1313",13,27,49.9564433721981
"1314",14,27,49.6478102582987
"1315",15,27,49.3039653123195
"1316",16,27,49.5932004216037
"1317",17,27,49.3034059719109
"1318",18,27,49.5295761568377
"1319",19,27,48.8371932116178
"1320",20,27,48.4979488810307
"1321",21,27,48.5159178303712
"1322",22,27,48.9408622077278
"1323",23,27,48.9471511047293
"1324",24,27,48.6945629358791
"1325",25,27,48.4585342266528
"1326",26,27,48.9232366975163
"1327",27,27,49.3604557291667
"1328",28,27,49.1718190321783
"1329",29,27,49.6157838065004
"1330",30,27,50.6558458780109
"1331",31,27,50.1614016041602
"1332",32,27,50.1248801649494
"1333",33,27,50.6720520476542
"1334",34,27,51.1132734469513
"1335",35,27,51.3653347973022
"1336",36,27,51.2270883826582
"1337",37,27,51.5907543555075
"1338",38,27,51.388083199865
"1339",39,27,50.8221315806948
"1340",40,27,50.487925671413
"1341",41,27,50.7492407256642
"1342",42,27,50.1797893485216
"1343",43,27,49.8859833880572
"1344",44,27,50.171179633236
"1345",45,27,50.3734182975481
"1346",46,27,50.3229272745598
"1347",47,27,49.854584237701
"1348",48,27,49.3602780052983
"1349",49,27,49.4453418892577
"1350",50,27,49.8819655436702
"1351",1,28,49.6228728602672
"1352",2,28,50.0991629385656
"1353",3,28,49.7371395433437
"1354",4,28,49.4977952618349
"1355",5,28,49.6070348274274
"1356",6,28,49.748765849322
"1357",7,28,50.1000158053632
"1358",8,28,49.9346568293569
"1359",9,28,49.2550958677466
"1360",10,28,49.301994035205
"1361",11,28,49.0857152543804
"1362",12,28,49.4667697747674
"1363",13,28,48.7689014614086
"1364",14,28,49.1120934459698
"1365",15,28,49.4884857092358
"1366",16,28,49.5852226337404
"1367",17,28,49.1479346852744
"1368",18,28,49.0877348159935
"1369",19,28,49.0376584255946
"1370",20,28,48.6408445882484
"1371",21,28,48.5636360549739
"1372",22,28,48.3792467787242
"1373",23,28,48.7582552657837
"1374",24,28,49.0233777716799
"1375",25,28,47.9587928308376
"1376",26,28,48.3653654567399
"1377",27,28,48.8252227197732
"1378",28,28,49.1652661143866
"1379",29,28,49.5197862299365
"1380",30,28,50.386267067838
"1381",31,28,50.6051849064401
"1382",32,28,50.3547155536999
"1383",33,28,50.3660101447643
"1384",34,28,50.9614592491582
"1385",35,28,50.9089346034541
"1386",36,28,50.9174752599162
"1387",37,28,50.7860146052516
"1388",38,28,51.2790728652749
"1389",39,28,50.4204139400346
"1390",40,28,50.7805779024455
"1391",41,28,50.5877137414137
"1392",42,28,50.4924134103328
"1393",43,28,51.0892891910881
"1394",44,28,50.7080393621536
"1395",45,28,50.8471450203735
"1396",46,28,50.2220819496233
"1397",47,28,49.9733393134833
"1398",48,28,49.3188765880638
"1399",49,28,49.5752036955151
"1400",50,28,49.65905326186
"1401",1,29,49.7550283549831
"1402",2,29,50.5715373975878
"1403",3,29,50.3814864379086
"1404",4,29,50.4871700116217
"1405",5,29,50.1947306590216
"1406",6,29,50.2029386677035
"1407",7,29,49.7597066635962
"1408",8,29,49.6499375051197
"1409",9,29,49.1952952286676
"1410",10,29,49.0008507776741
"1411",11,29,48.8138616827568
"1412",12,29,49.1242913508296
"1413",13,29,48.9272426027278
"1414",14,29,48.8517380417128
"1415",15,29,48.9408774890293
"1416",16,29,49.2413169997469
"1417",17,29,49.0691769227007
"1418",18,29,49.2098935687267
"1419",19,29,49.3815440258714
"1420",20,29,48.9615296356134
"1421",21,29,48.4893365707511
"1422",22,29,48.8347524652381
"1423",23,29,49.0184122613697
"1424",24,29,49.2220016292013
"1425",25,29,48.2901255280548
"1426",26,29,48.6220960008819
"1427",27,29,48.7810663136422
"1428",28,29,48.8522497253237
"1429",29,29,49.1613768263361
"1430",30,29,49.9740018841519
"1431",31,29,50.5225074485128
"1432",32,29,49.9847933848566
"1433",33,29,50.3785061110806
"1434",34,29,51.0050502066461
"1435",35,29,50.6481506992847
"1436",36,29,50.8650183145655
"1437",37,29,51.1201781121801
"1438",38,29,51.0763001851675
"1439",39,29,50.9943326911827
"1440",40,29,50.7350930234441
"1441",41,29,51.0292735755158
"1442",42,29,51.008036922
"1443",43,29,51.7000627709158
"1444",44,29,50.901036895729
"1445",45,29,50.3241499901802
"1446",46,29,50.152156659667
"1447",47,29,50.2374120405385
"1448",48,29,49.4961675101556
"1449",49,29,49.6065130905616
"1450",50,29,49.7762746395798
"1451",1,30,49.2579001998308
"1452",2,30,49.3658263466955
"1453",3,30,49.7707465183019
"1454",4,30,50.0843536033388
"1455",5,30,50.2732773575573
"1456",6,30,49.7796686470974
"1457",7,30,49.6246014713722
"1458",8,30,49.7190614015312
"1459",9,30,49.6825120351265
"1460",10,30,49.0994231003706
"1461",11,30,48.9877785562797
"1462",12,30,48.5508169362912
"1463",13,30,48.5988042420685
"1464",14,30,48.8094937250422
"1465",15,30,49.378114043402
"1466",16,30,49.6625353622033
"1467",17,30,49.3687316253694
"1468",18,30,49.0834995436424
"1469",19,30,49.5115232278405
"1470",20,30,49.2574870832721
"1471",21,30,48.4672672644217
"1472",22,30,49.0145890222317
"1473",23,30,49.5589967281157
"1474",24,30,48.9782804085292
"1475",25,30,49.020797102255
"1476",26,30,48.3861836115105
"1477",27,30,48.3643397779995
"1478",28,30,49.0882671847341
"1479",29,30,48.9858791590193
"1480",30,30,48.9681120921802
"1481",31,30,49.6241653763637
"1482",32,30,49.8551484267596
"1483",33,30,50.8556319326135
"1484",34,30,51.6085389491134
"1485",35,30,50.9693228046603
"1486",36,30,51.1833149591016
"1487",37,30,51.2399892798717
"1488",38,30,51.4845950356694
"1489",39,30,51.5193571034679
"1490",40,30,50.9556112763564
"1491",41,30,51.0084863090175
"1492",42,30,51.1911294197069
"1493",43,30,51.1894767481557
"1494",44,30,50.4225942698862
"1495",45,30,50.6457437387449
"1496",46,30,50.3873067007997
"1497",47,30,49.7203885253144
"1498",48,30,49.1455294618337
"1499",49,30,49.6448776798924
"1500",50,30,50.2160646737187
"1501",1,31,48.6084857425593
"1502",2,31,49.3808468120069
"1503",3,31,49.6660848836611
"1504",4,31,49.4738047647401
"1505",5,31,49.4835355302593
"1506",6,31,49.5887767731726
"1507",7,31,49.1012987903508
"1508",8,31,49.5093157089058
"1509",9,31,49.1269033364714
"1510",10,31,49.1264512079954
"1511",11,31,48.5981412478033
"1512",12,31,48.6647388265062
"1513",13,31,48.6183623158714
"1514",14,31,49.027107085212
"1515",15,31,49.4868458846681
"1516",16,31,49.5168959213062
"1517",17,31,49.8266260195803
"1518",18,31,49.4165368101504
"1519",19,31,49.2142458515096
"1520",20,31,49.0732519847551
"1521",21,31,49.2314011587835
"1522",22,31,49.3352018710819
"1523",23,31,49.1795071026124
"1524",24,31,49.1476392842024
"1525",25,31,49.4502816105423
"1526",26,31,48.5477752615971
"1527",27,31,48.9717261972879
"1528",28,31,49.0544709772579
"1529",29,31,49.5990042391352
"1530",30,31,48.8755261928984
"1531",31,31,48.4513891324142
"1532",32,31,49.2072092496986
"1533",33,31,50.0117436117048
"1534",34,31,50.9937402054962
"1535",35,31,51.296041595739
"1536",36,31,51.6557002492162
"1537",37,31,51.3754751257269
"1538",38,31,50.9641874342137
"1539",39,31,51.2756131846717
"1540",40,31,51.1323734741028
"1541",41,31,50.9102922932997
"1542",42,31,51.4306803921895
"1543",43,31,51.3199801472402
"1544",44,31,50.4596543150842
"1545",45,31,50.6883194614903
"1546",46,31,50.330571273578
"1547",47,31,49.7002949531557
"1548",48,31,49.2147989677121
"1549",49,31,49.089812212525
"1550",50,31,50.0175851848036
"1551",1,32,48.432109885139
"1552",2,32,49.3183645612451
"1553",3,32,49.381575405637
"1554",4,32,49.6886036781498
"1555",5,32,48.7669265729492
"1556",6,32,49.1353308078897
"1557",7,32,49.2790303074205
"1558",8,32,48.9358572985037
"1559",9,32,49.2958070589695
"1560",10,32,48.6112932472883
"1561",11,32,48.5241181879306
"1562",12,32,48.3513592044867
"1563",13,32,48.5828698341837
"1564",14,32,48.7758700335872
"1565",15,32,48.6436556256789
"1566",16,32,49.1014827110025
"1567",17,32,49.2566036427233
"1568",18,32,49.6974722680716
"1569",19,32,49.4684722393959
"1570",20,32,49.4860323479867
"1571",21,32,49.2790813878344
"1572",22,32,49.1449394374281
"1573",23,32,48.8071519934517
"1574",24,32,49.4440007616898
"1575",25,32,49.564361405663
"1576",26,32,49.0383472623767
"1577",27,32,48.491942489148
"1578",28,32,49.4982323857375
"1579",29,32,49.6146401484077
"1580",30,32,49.3154982263661
"1581",31,32,48.864593888834
"1582",32,32,49.0796469006244
"1583",33,32,49.3696264235496
"1584",34,32,50.3224296227568
"1585",35,32,51.3759275071515
"1586",36,32,51.4935205324209
"1587",37,32,51.5051222687673
"1588",38,32,51.0653459693992
"1589",39,32,51.1319293779087
"1590",40,32,51.4219045707859
"1591",41,32,50.7036884378443
"1592",42,32,51.1279705017083
"1593",43,32,51.141100534944
"1594",44,32,50.6589924577988
"1595",45,32,50.1608117779279
"1596",46,32,49.9762703982039
"1597",47,32,49.9039661361402
"1598",48,32,50.0639800267156
"1599",49,32,49.8216715802028
"1600",50,32,49.9612442220141
"1601",1,33,48.8343855718002
"1602",2,33,49.0355938023745
"1603",3,33,49.0056169758251
"1604",4,33,48.9597584454833
"1605",5,33,48.89259630733
"1606",6,33,49.4033600507166
"1607",7,33,49.333431600561
"1608",8,33,49.3168741667304
"1609",9,33,48.4399667677812
"1610",10,33,48.4170423288204
"1611",11,33,47.589089759428
"1612",12,33,47.9730686315233
"1613",13,33,48.5406521919277
"1614",14,33,48.5724562318758
"1615",15,33,48.5948422099215
"1616",16,33,48.6434943624474
"1617",17,33,48.9538860338529
"1618",18,33,49.6357005120188
"1619",19,33,49.2648660914084
"1620",20,33,49.6721998515808
"1621",21,33,49.1266657285607
"1622",22,33,48.8168174417154
"1623",23,33,49.0409565458153
"1624",24,33,49.6089816099271
"1625",25,33,48.9400667486312
"1626",26,33,48.8092355233627
"1627",27,33,48.7249544870804
"1628",28,33,48.9265230261696
"1629",29,33,49.3736970460666
"1630",30,33,49.6445771108007
"1631",31,33,49.2113794239659
"1632",32,33,49.1724980797429
"1633",33,33,50.2029064535711
"1634",34,33,50.4205631971755
"1635",35,33,50.4682706589205
"1636",36,33,50.5274118912941
"1637",37,33,50.9242061672901
"1638",38,33,50.7539616868229
"1639",39,33,50.2356348231499
"1640",40,33,50.940145006476
"1641",41,33,50.5722330136289
"1642",42,33,51.2332152740699
"1643",43,33,51.0835694630487
"1644",44,33,50.1605092446304
"1645",45,33,50.2401443998583
"1646",46,33,50.3355874261219
"1647",47,33,49.1789586342854
"1648",48,33,49.4774786846609
"1649",49,33,49.9966130981669
"1650",50,33,50.1868673753747
"1651",1,34,49.0508615593469
"1652",2,34,49.5274556426801
"1653",3,34,48.6001120952716
"1654",4,34,48.7820253732882
"1655",5,34,48.7218363125506
"1656",6,34,49.0986445270428
"1657",7,34,48.8705910360812
"1658",8,34,48.1277208021253
"1659",9,34,47.7625896925304
"1660",10,34,46.732650655586
"1661",11,34,47.4255772067421
"1662",12,34,47.5425559863154
"1663",13,34,47.9415568153065
"1664",14,34,48.5779228956112
"1665",15,34,48.6170426343618
"1666",16,34,48.387630320421
"1667",17,34,48.9948131829598
"1668",18,34,49.2285535465505
"1669",19,34,49.2320028135108
"1670",20,34,49.2288987063084
"1671",21,34,48.8283070003744
"1672",22,34,48.6487475917435
"1673",23,34,48.8178936000437
"1674",24,34,49.0212305932229
"1675",25,34,48.9401350729337
"1676",26,34,48.7989952586218
"1677",27,34,49.02358929939
"1678",28,34,49.4497717762164
"1679",29,34,49.4289957152969
"1680",30,34,49.7701411447387
"1681",31,34,49.7402956310035
"1682",32,34,49.7804050346246
"1683",33,34,50.2996426355003
"1684",34,34,50.9906835964559
"1685",35,34,50.4780010408405
"1686",36,34,50.1768532044744
"1687",37,34,51.2939247763599
"1688",38,34,50.5502552870023
"1689",39,34,50.5287656352609
"1690",40,34,50.2651858117141
"1691",41,34,50.4941815803436
"1692",42,34,51.0074461199393
"1693",43,34,51.2741518934502
"1694",44,34,51.3514211505775
"1695",45,34,50.7874934519118
"1696",46,34,49.6635073388338
"1697",47,34,50.1120874986023
"1698",48,34,49.7041426141291
"1699",49,34,49.9827451168202
"1700",50,34,49.8855194519507
"1701",1,35,49.0554388680348
"1702",2,35,49.4360025150575
"1703",3,35,49.4330512656033
"1704",4,35,48.7025008563687
"1705",5,35,49.0418921506995
"1706",6,35,48.3021433855337
"1707",7,35,48.6493425053352
"1708",8,35,48.2927541771661
"1709",9,35,47.5116707734043
"1710",10,35,47.5788057892336
"1711",11,35,47.4541338734142
"1712",12,35,48.2686888434122
"1713",13,35,49.1204024822313
"1714",14,35,49.4923946123867
"1715",15,35,48.7273284187493
"1716",16,35,49.0634744179
"1717",17,35,48.6197697339311
"1718",18,35,48.7010334562562
"1719",19,35,49.0474825832688
"1720",20,35,48.9827882732668
"1721",21,35,48.9434533882138
"1722",22,35,48.7587893854888
"1723",23,35,48.7306986633735
"1724",24,35,48.4488240470803
"1725",25,35,48.3884442944548
"1726",26,35,48.6849792622817
"1727",27,35,48.8517192633607
"1728",28,35,49.3141946741611
"1729",29,35,49.6369641822328
"1730",30,35,49.5535282596486
"1731",31,35,49.6360789668026
"1732",32,35,50.0999573728776
"1733",33,35,50.3298750840837
"1734",34,35,50.7406603779828
"1735",35,35,50.6468241618516
"1736",36,35,50.1917032393799
"1737",37,35,50.6289303734563
"1738",38,35,50.4253497397922
"1739",39,35,49.8677652215304
"1740",40,35,50.291957525442
"1741",41,35,50.8054630937375
"1742",42,35,50.859236064196
"1743",43,35,51.0761682302263
"1744",44,35,51.1747543593294
"1745",45,35,50.5777030265058
"1746",46,35,50.6050347578775
"1747",47,35,50.3105979580091
"1748",48,35,50.4010085398593
"1749",49,35,50.5231684273323
"1750",50,35,49.9900846006256
"1751",1,36,48.9547783897207
"1752",2,36,49.739140658338
"1753",3,36,49.3128041979756
"1754",4,36,48.5145746305232
"1755",5,36,49.0050045218642
"1756",6,36,48.3114733443061
"1757",7,36,48.570189131122
"1758",8,36,48.3493467033017
"1759",9,36,47.9594723324099
"1760",10,36,48.0816564056102
"1761",11,36,48.2865518854251
"1762",12,36,49.1481371871615
"1763",13,36,49.3439673057814
"1764",14,36,49.3003727230179
"1765",15,36,49.1104275316926
"1766",16,36,49.2140323767102
"1767",17,36,48.5125396666913
"1768",18,36,49.1432063973754
"1769",19,36,48.57506711191
"1770",20,36,48.6222680046537
"1771",21,36,48.7061796166929
"1772",22,36,48.7050250143551
"1773",23,36,49.0716061084119
"1774",24,36,49.1009209128759
"1775",25,36,48.7256785473515
"1776",26,36,48.783419426662
"1777",27,36,49.1499579751186
"1778",28,36,49.5486010871199
"1779",29,36,49.5335922184519
"1780",30,36,49.61027965291
"1781",31,36,49.6536298482972
"1782",32,36,50.2152824840902
"1783",33,36,49.8968036072089
"1784",34,36,50.4265039342343
"1785",35,36,50.0606493887755
"1786",36,36,49.8034317703529
"1787",37,36,50.1962541327187
"1788",38,36,49.9423717130365
"1789",39,36,50.6394853442321
"1790",40,36,50.8071912339711
"1791",41,36,51.1453209341244
"1792",42,36,51.1000733275192
"1793",43,36,51.4042229650799
"1794",44,36,51.3067166234973
"1795",45,36,51.0673573156708
"1796",46,36,50.6872639386977
"1797",47,36,50.3776132324503
"1798",48,36,50.7454117600402
"1799",49,36,50.2756769830206
"1800",50,36,49.6776166210194
"1801",1,37,49.0363576597506
"1802",2,37,49.9612863078785
"1803",3,37,49.2154753278348
"1804",4,37,48.921752524816
"1805",5,37,48.7659893289055
"1806",6,37,48.041911309037
"1807",7,37,47.8913565880324
"1808",8,37,48.9777958695953
"1809",9,37,49.5492958636779
"1810",10,37,49.0133557910581
"1811",11,37,48.9651085174237
"1812",12,37,49.1530511895571
"1813",13,37,49.33982951445
"1814",14,37,49.449432552874
"1815",15,37,49.2845844322486
"1816",16,37,49.6214341353179
"1817",17,37,49.2418386811648
"1818",18,37,49.2856052894056
"1819",19,37,48.7272483311132
"1820",20,37,48.1798673330697
